# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv3162c	Rv3162c	CCP45973	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Rv3163c	Rv3163c	CCP45974	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Rv3165c	Rv3165c	CCP45976	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1
Rv3166c	Rv3166c	CCP45977	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3167c	Rv3167c	CCP45978	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3168	Rv3168	CCP45979	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3169	Rv3169	CCP45980	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3172c	Rv3172c	CCP45983	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3173c	Rv3173c	CCP45984	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3174	Rv3174	CCP45985	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3175	Rv3175	CCP45986	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3177	Rv3177	CCP45988	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3178	Rv3178	CCP45989	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3179	Rv3179	CCP45990	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3180c	Rv3180c	CCP45991	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3181c	Rv3181c	CCP45992	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3182	Rv3182	CCP45993	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3183	Rv3183	CCP45994	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3184	Rv3184	CCP45995	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3185	Rv3185	CCP45996	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3186	Rv3186	CCP45997	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3187	Rv3187	CCP45998	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3188	Rv3188	CCP45999	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3189	Rv3189	CCP46000	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3190A	Rv3190A	CCP46002	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3190c	Rv3190c	CCP46001	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Rv3191c	Rv3191c	CCP46003	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3192	Rv3192	CCP46004	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3193c	Rv3193c	CCP46005	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Rv3194c	Rv3194c	CCP46006	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3195	Rv3195	CCP46007	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3196	Rv3196	CCP46008	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3196A	Rv3196A	CCP46009	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3197	Rv3197	CCP46010	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
Rv3198A	Rv3198A	CCP46013	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3200c	Rv3200c	CCP46015	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3201c	Rv3201c	CCP46016	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3202c	Rv3202c	CCP46017	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3204	Rv3204	CCP46019	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Rv3205c	Rv3205c	CCP46020	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3207c	Rv3207c	CCP46022	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv3208	Rv3208	CCP46023	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3209	Rv3209	CCP46025	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3210c	Rv3210c	CCP46026	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3212	Rv3212	CCP46028	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3213c	Rv3213c	CCP46029	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Rv3216	Rv3216	Rv3216	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3217c	Rv3217c	CCP46033	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3218	Rv3218	CCP46034	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3220c	Rv3220c	CCP46036	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3222c	Rv3222c	CCP46039	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3224	Rv3224	CCP46041	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Rv3224A	Rv3224A	CCP46042	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3224B	Rv3224B	CCP46043	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3225c	Rv3225c	CCP46044	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3226c	Rv3226c	CCP46045	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3228	Rv3228	CCP46047	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
Rv3230c	Rv3230c	CCP46049	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3231c	Rv3231c	CCP46050	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3233c	Rv3233c	CCP46052	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3235	Rv3235	CCP46054	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3236c	Rv3236c	CCP46055	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3237c	Rv3237c	CCP46056	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3238c	Rv3238c	CCP46057	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3239c	Rv3239c	CCP46058	protein_coding	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2
Rv3241c	Rv3241c	CCP46060	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3242c	Rv3242c	CCP46061	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3243c	Rv3243c	CCP46062	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
Rv3249c	Rv3249c	CCP46068	protein_coding	1	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2
Rv3253c	Rv3253c	CCP46072	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3254	Rv3254	CCP46073	protein_coding	0	0	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2
Rv3256c	Rv3256c	CCP46075	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Rv3258c	Rv3258c	CCP46077	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv3259	Rv3259	CCP46078	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3263	Rv3263	CCP46082	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3267	Rv3267	CCP46086	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3268	Rv3268	CCP46087	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3269	Rv3269	CCP46088	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3271c	Rv3271c	CCP46090	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3272	Rv3272	CCP46091	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Rv3273	Rv3273	CCP46092	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Rv3277	Rv3277	CCP46096	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3278c	Rv3278c	CCP46097	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Rv3282	Rv3282	CCP46101	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3284	Rv3284	CCP46103	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3289c	Rv3289c	CCP46108	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv3292	Rv3292	CCP46111	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3294c	Rv3294c	CCP46113	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3295	Rv3295	CCP46114	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv3300c	Rv3300c	CCP46119	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv3304	Rv3304	CCP46123	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3311	Rv3311	CCP46130	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3312A	Rv3312A	CCP46132	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3312c	Rv3312c	CCP46131	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3322c	Rv3322c	CCP46142	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3324A	Rv3324A	Rv3324A	pseudogene	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
Rv3325	Rv3325	CCP46146	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
Rv3326	Rv3326	CCP46147	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4
Rv3327	Rv3327	CCP46148	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3
Rv3329	Rv3329	CCP46150	protein_coding	0	0	2	7	0	0	0	0	3	0	2	0	0	0	0	0	0	0	4
Rv3333c	Rv3333c	CCP46154	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3334	Rv3334	CCP46155	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3335c	Rv3335c	CCP46156	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Rv3337	Rv3337	CCP46158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3338	Rv3338	CCP46159	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3342	Rv3342	CCP46163	protein_coding	0	0	1	11	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0
Rv3346c	Rv3346c	CCP46167	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1
Rv3348	Rv3348	CCP46169	protein_coding	0	0	1	26	0	0	0	0	2	0	1	0	0	0	0	0	0	0	24
Rv3349c	Rv3349c	CCP46170	protein_coding	0	0	0	27	0	0	0	0	25	0	0	0	0	0	0	0	0	0	2
Rv3351c	Rv3351c	CCP46172	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3
Rv3352c	Rv3352c	CCP46173	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3353c	Rv3353c	CCP46174	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3354	Rv3354	CCP46175	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3355c	Rv3355c	CCP46176	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3359	Rv3359	CCP46180	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3360	Rv3360	CCP46181	protein_coding	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2
Rv3361c	Rv3361c	CCP46182	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv3362c	Rv3362c	CCP46183	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3363c	Rv3363c	CCP46184	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3364c	Rv3364c	CCP46185	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv3365c	Rv3365c	CCP46186	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv3368c	Rv3368c	CCP46189	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3369	Rv3369	CCP46190	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3371	Rv3371	CCP46192	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3376	Rv3376	CCP46197	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2
Rv3377c	Rv3377c	CCP46198	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
Rv3378c	Rv3378c	CCP46199	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
Rv3380c	Rv3380c	CCP46201	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
Rv3381c	Rv3381c	CCP46202	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
Rv3386	Rv3386	CCP46207	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv3387	Rv3387	CCP46208	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv3394c	Rv3394c	CCP46215	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3395A	Rv3395A	CCP46217	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3395c	Rv3395c	CCP46216	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3399	Rv3399	CCP46221	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Rv3400	Rv3400	CCP46222	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3401	Rv3401	CCP46223	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv3402c	Rv3402c	CCP46224	protein_coding	0	0	2	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2
Rv3403c	Rv3403c	CCP46225	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
Rv3404c	Rv3404c	CCP46226	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3405c	Rv3405c	CCP46227	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv3406	Rv3406	CCP46228	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv3412	Rv3412	CCP46234	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3413c	Rv3413c	CCP46235	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3415c	Rv3415c	CCP46237	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3421c	Rv3421c	CCP46243	protein_coding	0	0	0	35	0	0	0	0	3	0	0	0	0	0	0	0	0	0	32
Rv3422c	Rv3422c	CCP46244	protein_coding	0	0	0	37	0	0	0	0	3	0	0	0	0	0	0	0	0	0	34
Rv3424c	Rv3424c	CCP46246	protein_coding	0	0	0	64	0	0	0	0	2	0	0	0	0	0	0	0	0	0	62
Rv3427c	Rv3427c	CCP46249	protein_coding	0	0	0	62	0	0	0	0	32	0	0	0	0	0	0	0	0	0	30
Rv3428c	Rv3428c	CCP46250	protein_coding	1	2	1	58	0	0	0	0	32	1	1	0	0	0	0	0	0	2	26
Rv3430c	Rv3430c	CCP46252	protein_coding	0	0	0	61	0	0	0	0	59	0	0	0	0	0	0	0	0	0	2
Rv3431c	Rv3431c	CCP46253	protein_coding	0	0	0	32	0	0	0	0	30	0	0	0	0	0	0	0	0	0	2
Rv3433c	Rv3433c	CCP46255	protein_coding	0	1	1	7	0	0	0	0	7	0	1	0	0	0	0	0	0	1	0
Rv3434c	Rv3434c	CCP46256	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3435c	Rv3435c	CCP46257	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3437	Rv3437	CCP46259	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv3438	Rv3438	CCP46260	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Rv3439c	Rv3439c	CCP46261	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
Rv3440c	Rv3440c	CCP46262	protein_coding	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3
Rv3446c	Rv3446c	CCP46268	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
Rv3453	Rv3453	CCP46275	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2
Rv3454	Rv3454	CCP46276	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
Rv3463	Rv3463	CCP46285	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4
Rv3466	Rv3466	CCP46288	protein_coding	0	4	3	6	0	0	0	0	3	0	3	0	0	0	0	0	0	4	3
Rv3467	Rv3467	CCP46289	protein_coding	0	0	1	12	0	0	0	0	2	0	1	0	0	0	0	0	0	0	10
Rv3468c	Rv3468c	CCP46290	protein_coding	0	0	1	13	0	0	0	0	11	0	1	0	0	0	0	0	0	0	2
Rv3471c	Rv3471c	CCP46293	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
Rv3472	Rv3472	CCP46294	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv3474	Rv3474	CCP46296	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv3475	Rv3475	CCP46297	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv3479	Rv3479	CCP46301	protein_coding	0	1	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3
Rv3480c	Rv3480c	CCP46302	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Rv3481c	Rv3481c	CCP46303	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Rv3482c	Rv3482c	CCP46304	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3483c	Rv3483c	CCP46305	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3485c	Rv3485c	CCP46307	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3486	Rv3486	CCP46308	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv3488	Rv3488	CCP46310	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3489	Rv3489	CCP46311	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3491	Rv3491	CCP46313	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3492c	Rv3492c	CCP46314	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv3493c	Rv3493c	CCP46315	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv3502c	Rv3502c	CCP46324	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3510c	Rv3510c	CCP46332	protein_coding	0	0	0	40	0	0	0	0	10	0	0	0	0	0	0	0	0	0	30
Rv3517	Rv3517	CCP46339	protein_coding	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10
Rv3519	Rv3519	CCP46341	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Rv3520c	Rv3520c	CCP46342	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv3521	Rv3521	CCP46343	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
Rv3524	Rv3524	CCP46346	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3525c	Rv3525c	CCP46347	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3527	Rv3527	CCP46349	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3528c	Rv3528c	CCP46350	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Rv3529c	Rv3529c	CCP46351	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3530c	Rv3530c	CCP46352	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3531c	Rv3531c	CCP46353	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3538	Rv3538	CCP46360	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3541c	Rv3541c	CCP46363	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3542c	Rv3542c	CCP46364	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3548c	Rv3548c	CCP46370	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3549c	Rv3549c	CCP46371	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3551	Rv3551	CCP46373	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
Rv3552	Rv3552	CCP46374	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3553	Rv3553	CCP46375	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3555c	Rv3555c	CCP46377	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Rv3557c	Rv3557c	CCP46379	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3559c	Rv3559c	CCP46381	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3566A	Rv3566A	CCP46389	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
Rv3572	Rv3572	CCP46395	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3575c	Rv3575c	CCP46398	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3577	Rv3577	CCP46400	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3579c	Rv3579c	CCP46402	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3583c	Rv3583c	CCP46406	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3586	Rv3586	CCP46409	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
Rv3587c	Rv3587c	CCP46410	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3591c	Rv3591c	CCP46414	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3
Rv3594	Rv3594	CCP46417	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
